source,data,target,stato,codice_regione,denominazione_provincia,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,,,,,,,,,,,,,,,,,,,,,,
,12/10/2020,1 wk ahead cum death,US,32,Limestone County,41.878003,-93.097702,,,495,0,,137,637162,1346,,,,,67,,83347,83347,431,0,,,,,,2261,,0,720509,1777,,,,,718853,1414,1093978,1066
,12/10/2020,1 wk ahead cum death,US,33,Shelby county,38.905985,-77.033418,89995,89995,748,0,,176,11033361,106886,,,,,72,,468268,468268,1360,0,,,,,,77267,11501629,108246,11501629,108246,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,34,coffee county,60.729553,-80.6859,16091,16091,814,119,3384,222,3296146,29473,,,,,107,,162723,153281,1424,0,,,,,,139831,,0,3458869,30897,,,,,,0,3449427,30771
,12/10/2020,1 wk ahead cum death,US,35,Henry County,61.729553,-79.6859,6929,6929,738,113,,258,1196271,9556,,,1196271,,,7520,94352,94352,1006,0,4185,,,,105881,80211,,0,1290623,10562,80939,,,,,0,1305146,10614
,12/10/2020,1 wk ahead cum death,US,37,Limestone County,62.729553,-78.6859,2705,2705,197,25,,39,682934,4876,,,682934,,14,,35634,33843,294,0,,,,,,5870,,0,718568,5170,,,,,716777,5144,,0
,12/10/2020,1 wk ahead cum death,US,38,Shelby county,63.729553,-77.6859,,,657,0,,,1967542,15550,,,,,80,,166552,160772,1309,0,,,,,,134907,,0,2134094,16859,,,,,2128314,16732,3204550,38925
,12/10/2020,1 wk ahead cum death,US,39,coffee county,40.551217,-85.602364,,,325,0,,51,305972,0,,,303412,,36,,51768,25658,31,0,26110,,,,7002,22346,,0,357740,31,,,,,,0,310546,0
,12/10/2020,1 wk ahead cum death,US,40,Henry County,39.011902,-98.484246,2873,2873,107,24,,10,331574,3089,,,802615,,5,,25776,25776,180,0,,,,,35867,2402,838482,10468,838482,10468,,,,,357350,3269,,0
,12/10/2020,1 wk ahead cum death,US,41,Limestone County,64.729553,-76.6859,9392,9392,707,61,,183,1256891,6725,65678,,1211792,,93,,153705,148334,735,0,7422,11623,,,193433,75768,,0,1410596,7460,73100,60381,,,,0,1405225,7259
,12/10/2020,1 wk ahead cum death,US,42,Shelby county,65.729553,-75.6859,1697,1697,273,27,,,182874,6273,,,,,,,25906,25433,1030,0,,,,,,21137,,0,208780,7303,,,,,208780,7303,309841,15234
,12/10/2020,1 wk ahead cum death,US,43,coffee county,34.048928,-111.093731,9035,9035,1155,59,,319,2855088,20181,,,2810943,,151,,207455,198405,2080,0,,,,,242550,188576,,0,3062543,22261,,,,,,0,3053493,21963
,12/10/2020,1 wk ahead cum death,US,44,Henry County,66.729553,-74.6859,,,3519,0,,1052,5886884,24071,,,,,,,777556,777556,4121,0,38678,13079,,,,692123,,0,6664440,28192,422880,145110,,,,0,6664440,28192
,12/10/2020,1 wk ahead cum death,US,45,Limestone County,40.633125,-89.398528,4113,4113,233,55,941,87,800994,4832,,,,371,,,80446,80446,1007,0,,2507,,2371,,59289,,0,881440,5839,,40491,,21669,881440,5839,1154575,9559
,12/10/2020,1 wk ahead cum death,US,47,Shelby county,67.729553,-73.6859,19192,19192,1003,154,,228,2024851,15670,,,,,109,362,153691,145462,509,0,,,,,174072,18189,2170313,16145,2170313,16145,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,48,coffee county,68.729553,-72.6859,,,,0,,,20273,118,,,,,,36,1321,,-1,0,,,,,,1286,,0,21594,117,,,,,,0,21630,123
,12/10/2020,1 wk ahead cum death,US,49,Henry County,69.729553,-71.6859,,,1,0,,,166194,574,,,,,,,1827,1827,6,0,,,,,,1635,,0,168021,580,,,,,168021,580,,0
,12/10/2020,1 wk ahead cum death,US,50,Limestone County,70.729553,-70.6859,7673,7673,253,51,,,1870404,9273,,,,,31,,90663,90663,387,0,,,,,,,1961067,9660,1961067,9660,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,51,Shelby county,36.778261,-119.417932,7951,7951,873,141,1233,219,1493304,11188,,,,,,259,146193,138698,2463,0,,,,,,111765,,0,1639497,13651,,,,,1632002,13507,,0
,12/10/2020,1 wk ahead cum death,US,52,coffee county,71.729553,-69.6859,,,168,0,,62,586206,3589,,,,,28,,17139,16596,203,0,,,,,,12443,,0,603345,3792,17671,,,,,0,602802,3762
,12/10/2020,1 wk ahead cum death,US,54,Henry County,72.729553,-68.6859,305,305,47,1,,,100946,1034,,,173101,,,,6899,5866,129,0,,,,,5722,5504,,0,107845,1163,,,,,106812,1149,178824,2225
,12/10/2020,1 wk ahead cum death,US,56,Limestone County,73.729553,-67.6859,,,45,0,,,469787,0,,,470291,,6,,9587,9587,0,0,,,,,8790,5455,,0,479374,0,,,,,,0,479374,0
,12/10/2020,1 wk ahead cum death,US,57,Shelby county,37.839333,-84.270018,17699,17699,764,0,1862,,1031293,4702,,,,1056,,,160477,141554,764,0,,,,,,67948,,0,1172847,5334,,,59331,,,0,1172847,5334
,12/10/2020,1 wk ahead cum death,US,58,coffee county,45.253783,-69.445469,5658,5658,523,72,,237,1003441,7995,,,1003441,701,99,,88071,84230,641,0,,3300,,4228,,79052,,0,1087671,8527,,21856,,23346,,0,1087671,8527
,12/10/2020,1 wk ahead cum death,US,69,Henry County,74.729553,-66.6859,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,12/10/2020,1 wk ahead cum death,US,75,Limestone County,,,19987,19987,665,-2316,,138,1294273,7733,,,,,65,,221934,217154,864,0,,,,,,36167,,0,1511427,8554,297900,,,,1511427,8554,,0
,12/10/2020,1 wk ahead cum death,US,58,Limestone County,63.588753,-154.493062,,,3175,0,,809,14601960,127063,,,,,,,828461,828461,1677,0,,,,,,,,0,15430421,128740,,,,,,0,15430421,128740
Covid-hub,12/10/2020,1 wk ahead cum death,US,60,Limestone County,75.729553,-65.6859,7693,7693,325,20,,,889084,6341,158899,,,,,,73537,68449,461,0,11998,,,,,6655,1444262,13722,1444262,13722,170897,,,,957533,6774,,0
,12/10/2020,1 wk ahead cum death,US,60,Limestone County,76.729553,-64.6859,11699,11699,129,0,,,1685193,17592,,,,,,,59241,56829,121,0,,,,,,9408,,0,1744434,17713,,,,,,0,1742022,17714
,12/10/2020,1 wk ahead cum death,US,6,Limestone County,77.729553,-63.6859,,,105,0,,30,394377,8356,,,,,15,,15652,,105,0,,,,,,12350,410029,8461,410029,8461,,,,,222724,2812,,0
,12/10/2020,1 wk ahead cum death,US,5,Limestone County,78.729553,-62.6859,,,87,0,,20,276047,1575,,,,,,,21466,20392,103,0,,,,,,10990,,0,297513,1678,,,,,297513,1678,,0
,12/10/2020,1 wk ahead cum death,US,9,Limestone County,79.729553,-61.6859,45519,45519,2151,237,,,4713453,18644,478794,467286,6764112,,,4085,720125,700584,2251,0,49819,,48639,,927148,,,0,5433578,20895,528773,,516042,,5440799,20902,7734181,35706
,12/10/2020,1 wk ahead cum death,US,8,Limestone County,80.729553,-60.6859,29154,29154,1779,167,5405,,2720142,11099,,,2740391,,,,324650,324650,936,0,25968,,,,304401,,,0,3044792,12035,306996,,,,,0,3044792,12035
,12/10/2020,1 wk ahead cum death,US,10,Limestone County,81.729553,-59.6859,,,42,0,,14,50198,586,,,,,,,2814,2814,61,0,3,4,,,,1922,,0,53012,647,191,7,,,53012,649,53007,646
,12/10/2020,1 wk ahead cum death,US,12,Limestone County,82.729553,-58.6859,889,889,128,0,,39,293987,866,,,,,29,,13041,12854,50,0,,,,,12819,10470,433154,1750,433154,1750,,,,,306841,916,438212,1750
,12/10/2020,1 wk ahead cum death,US,13,Limestone County,41.603221,-73.087749,,,413,0,,104,700909,2355,,57083,,,43,,89934,89934,474,0,,,3515,3629,,72273,,0,790843,2829,,,60637,35866,792418,2842,,0
,12/10/2020,1 wk ahead cum death,US,15,Limestone County,38.910832,-75.52767,1911,1911,151,8,466,36,279814,1369,,,,,,,44422,40131,458,0,,,,,,23115,,0,319945,1778,,,,,319945,1778,,0
,12/10/2020,1 wk ahead cum death,US,14,Limestone County,45.253783,-69.445469,,,1673,0,,384,5669458,47896,,,,,159,,307750,305011,1617,0,,,,,,,,0,5977208,49513,,,,,,0,5974469,49513
,12/10/2020,1 wk ahead cum death,US,16,Limestone County,83.729553,-57.6859,13324,13324,1138,85,2658,333,1305273,6074,,,,,103,,126946,,970,0,,,,,129432,98988,,0,2258611,31776,,,,,1432219,7044,2258611,31776
,12/10/2020,1 wk ahead cum death,US,17,Limestone County,84.729553,-56.6859,3036,3036,352,0,827,103,478398,0,,,,261,33,,62708,,0,0,,,,,,2165,,0,541106,0,,,,,541106,0,,0
,12/10/2020,1 wk ahead cum death,US,70,Limestone County,19.898682,-155.665857,5622,5622,592,65,1545,150,1401560,11440,,,,,,,74194,64350,1036,0,,,,,,12751,,0,1465910,12132,58880,27877,,,,0,1465910,12132
,12/10/2020,1 wk ahead cum death,US,19,Limestone County,85.729553,-55.6859,,,567,0,,,2233311,12228,,,,,71,,170469,169044,532,0,,,,,,154163,,0,2403780,12760,,,,,2402355,12760,,0
,12/10/2020,1 wk ahead cum death,US,23,Limestone County,86.729553,-54.6859,12775,12775,494,20,,85,2197297,12331,,,,,31,,135957,133359,495,0,,,,,174382,113768,,0,4416428,45378,,,121620,141849,2330656,12785,4416428,45378
,12/10/2020,1 wk ahead cum death,US,20,Limestone County,87.729553,-53.6859,15791,15791,360,46,,88,1547023,6497,,123287,,,,,128204,128204,413,0,,,11906,,153621,7661,,0,2752546,17746,,,135193,,1675227,6910,2752546,17746
,12/10/2020,1 wk ahead cum death,US,21,Limestone County,88.729553,-52.6859,457,457,7,3,,1,463655,2518,9952,,461455,,0,,5565,4983,20,0,528,,,,6877,4839,,0,469220,2538,10494,,,,,0,468638,2538
,12/10/2020,1 wk ahead cum death,US,22,Limestone County,35.20105,-91.831833,,,678,0,,158,3701084,24983,,,3701084,,75,,143878,129826,1152,0,,,,,179886,99521,,0,3844962,26135,300923,,,,,0,3880970,25864
,12/10/2020,1 wk ahead cum death,US,24,Limestone County,38.905985,-77.033418,8020,8020,367,80,2212,123,1396996,7618,,,,,,,105740,105740,941,0,,,,,,95614,2182970,13184,2182970,13184,,,,,1502736,8559,,0
,12/10/2020,1 wk ahead cum death,US,25,Limestone County,34.048928,-111.093731,,,1249,0,,,1232556,7306,74665,71709,1789896,,,,134583,134583,1165,0,3912,3369,3618,,153132,,,0,1946604,16518,78709,15458,67764,11216,1367139,8471,1946604,16518
,12/10/2020,1 wk ahead cum death,US,26,Limestone County,89.729553,-51.6859,4,4,,0,,,15121,0,,,,,,,75,75,0,0,,,,,,29,,0,15196,0,,,,,15196,0,20709,0
,12/10/2020,1 wk ahead cum death,US,29,Limestone County,90.729553,-50.6859,6053,6053,554,0,,128,704655,0,,,,,64,,100703,92313,0,0,95,,,,,90577,,0,805358,0,40048,66989,,,,0,796968,0
,12/10/2020,1 wk ahead cum death,US,28,Limestone County,40.633125,-89.398528,773,773,216,19,,,357373,2245,,,,,,,15347,15347,500,0,,,,,,10172,,0,372720,2745,,,,,,0,372720,2745
,12/10/2020,1 wk ahead cum death,US,27,Limestone County,91.729553,-49.6859,,,1013,0,,290,2995428,21266,,,,,,,221258,215477,1504,0,,,,,,192644,,0,3216686,22770,,4508,,,,0,3210905,22534
,12/10/2020,1 wk ahead cum death,US,30,Limestone County,92.729553,-48.6859,968,968,116,29,233,27,225723,933,9487,,,,,,24364,24364,502,0,471,,,,,20392,648406,5737,648406,5737,9958,,,,250087,1435,673003,6072
,12/10/2020,1 wk ahead cum death,US,31,Limestone County,93.729553,-47.6859,2407,2407,271,10,,,432754,3609,,,,,,,48259,48259,452,0,,,,,,34830,,0,481013,4061,,,,,481328,4062,663598,8067
,12/10/2020,1 wk ahead cum death,US,33,Limestone County,39.011902,-98.484246,743,743,20,0,236,,274740,1761,,,,,,,8731,8731,51,0,,,,,,7785,,0,469392,3514,32059,,31302,,283471,812,469392,3514
,12/10/2020,1 wk ahead cum death,US,32,Limestone County,94.729553,-46.6859,23577,23577,553,0,,126,3549345,0,,,,,43,,209342,209342,629,0,,,,,,35102,,0,3758687,629,,,,,,0,3758058,0
,12/10/2020,1 wk ahead cum death,US,34,Limestone County,95.729553,-45.6859,3581,3581,97,20,,,923964,6496,,,,,,,30632,30632,155,0,,,,,,17330,,0,954596,6651,,,,,,0,954596,6651
,12/10/2020,1 wk ahead cum death,US,41,Limestone County,96.729553,-44.6859,,,485,0,,125,635816,1689,,,,,69,,82916,82916,479,0,,,,,,2242,,0,718732,2168,,,,,717439,1983,1092912,3855
,12/10/2020,1 wk ahead cum death,US,42,Limestone County,97.729553,-43.6859,89995,89995,705,0,,158,10926475,94966,,,,,72,,466908,466908,1393,0,,,,,,77192,11393383,96359,11393383,96359,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,35,Limestone County,32.318231,-86.902298,15972,15972,777,132,3367,207,3266673,38451,,,,,103,,161299,151983,1335,0,,,,,,138807,,0,3427972,39786,,,,,,0,3418656,39673
,12/10/2020,1 wk ahead cum death,US,37,Limestone County,98.729553,-42.6859,6816,6816,699,142,,228,1186715,29641,,,1186715,,,3984,93346,93346,1364,0,4185,,,,104865,79219,,0,1280061,31005,80939,,,,,0,1294532,32219
,12/10/2020,1 wk ahead cum death,US,38,coffee county,99.729553,-41.6859,2680,2680,178,23,,55,678058,4095,,,678058,,18,,35340,33575,291,0,,,,,,5870,,0,713398,4386,,,,,711633,4341,,0
,12/10/2020,1 wk ahead cum death,US,39,Henry County,,,,,633,0,,,1951992,11040,,,,,74,,165243,159590,1036,0,,,,,,135499,,0,2117235,12076,,,,,2111582,11967,3165625,26043
,12/10/2020,1 wk ahead cum death,US,36,Limestone County,31.244823,-92.145024,,,322,0,,61,305972,0,,,303412,,33,,51737,25635,432,0,26102,,,,7002,,,0,357709,432,,,,,,0,310546,0
,12/10/2020,1 wk ahead cum death,US,40,Shelby county,39.045755,-76.641271,2849,2849,93,14,,8,328485,2643,,,792349,,4,,25596,25596,177,0,,,,,35665,2393,828014,7709,828014,7709,,,,,354081,2820,,0
,12/10/2020,1 wk ahead cum death,US,43,coffee county,40.551217,-85.602364,9331,9331,655,48,,167,1250166,13219,65534,,1205239,,87,,152970,147800,811,0,7359,11303,,,192727,74949,,0,1403136,14030,72893,58125,,,,0,1397966,13903
,12/10/2020,1 wk ahead cum death,US,44,Henry County,100.729553,-40.6859,1670,1670,250,28,,,176601,756,,,,,,,24876,,278,0,,,,,,20449,,0,201477,1034,,,,,201477,1034,294607,2838
,12/10/2020,1 wk ahead cum death,US,45,Limestone County,41.878003,-93.097702,8976,8976,1115,53,,302,2834907,23942,,,2790974,,143,,205375,196623,1676,0,,,,,240556,187026,,0,3040282,25618,,,,,,0,3031530,25345
,12/10/2020,1 wk ahead cum death,US,46,Shelby county,101.729553,-39.6859,,,3394,0,,1080,5862813,60439,,,,,,,773435,773435,4132,0,38448,12908,,,,687277,,0,6636248,64571,421087,143766,,,,0,6636248,64571
,12/10/2020,1 wk ahead cum death,US,76,coffee county,102.729553,-38.6859,4058,4058,245,39,937,79,796162,8705,,,,370,,,79439,79439,716,0,,2371,,2242,,58534,,0,875601,9421,,38427,,20689,875601,9421,1145016,13325
,12/10/2020,1 wk ahead cum death,US,48,Henry County,103.729553,-37.6859,19038,19038,926,220,,219,2009181,13629,,,,,104,319,153182,144987,625,0,,,,,173202,18112,2154168,14177,2154168,14177,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,49,Limestone County,32.157435,-82.907123,,,,0,,,20155,0,,,,,,30,1322,,0,0,,,,,,1283,,0,21477,0,,,,,,0,21507,0
,12/10/2020,1 wk ahead cum death,US,50,Shelby county,104.729553,-36.6859,,,1,0,,,165620,-69,,,,,,,1821,1821,4,0,,,,,,1632,,0,167441,-65,,,,,167441,-65,,0
,12/10/2020,1 wk ahead cum death,US,51,coffee county,105.729553,-35.6859,7622,7622,253,-6,,,1861131,15106,,,,,31,,90276,90276,402,0,,,,,,,1951407,15508,1951407,15508,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,52,Henry County,106.729553,-34.6859,7810,7810,853,108,1225,261,1482116,9539,,,,,,262,143730,136379,2075,0,,,,,,110110,,0,1625846,11614,,,,,1618495,11559,,0
,12/10/2020,1 wk ahead cum death,US,53,Limestone County,27.664827,-81.515754,,,168,0,,65,582617,2828,,,,,35,,16936,16423,194,0,,,,,,12242,,0,599553,3022,17644,,,,,0,599040,3000
,12/10/2020,1 wk ahead cum death,US,55,Shelby county,107.729553,-33.6859,304,304,44,10,,,99912,379,,,170947,,,,6770,5751,141,0,,,,,5651,5418,,0,106682,520,,,,,105663,470,176599,929
,12/10/2020,1 wk ahead cum death,US,82,coffee county,36.778261,-119.417932,,,45,0,,,469787,2345,,,470291,,6,,9587,9587,211,0,,,,,8790,5455,,0,479374,2556,,,,,,0,479374,2556
,12/10/2020,1 wk ahead cum death,US,54,Henry County,37.839333,-84.270018,17699,17699,791,279,1847,,1026591,4518,,,,1047,,,159713,140922,544,0,,,,,,67948,,0,1167513,4995,,,59283,,,0,1167513,4995
,12/10/2020,1 wk ahead cum death,US,57,Limestone County,63.588753,-154.493062,5586,5586,516,36,,233,995446,6409,,,995446,696,93,,87430,83698,417,0,,3300,,4109,,79052,,0,1079144,6801,,21856,,22028,,0,1079144,6801
,12/10/2020,1 wk ahead cum death,US,59,Shelby county,108.729553,-32.6859,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,12/10/2020,1 wk ahead cum death,US,58,coffee county,109.729553,-31.6859,22303,22303,567,9,,134,1286540,6436,,,,,57,,221070,216333,316,0,,,,,,36007,,0,1502873,6742,297329,,,,1502873,6742,,0
,12/10/2020,1 wk ahead cum death,US,60,Henry County,39.550051,-105.782067,,,3146,0,,805,14474897,138339,,,,,,,826784,826784,3055,0,,,,,,,,0,15301681,141394,,,,,,0,15301681,141394
,12/10/2020,1 wk ahead cum death,US,5,Limestone County,44.068202,-114.742041,7673,7673,303,7,,,882743,7903,158572,,,,,,73076,68016,521,0,11967,,,,,6635,1430540,16204,1430540,16204,170539,,,,950759,8420,,0
OliverWyman-Navigator,12/10/2020,1 wk ahead cum death,US,6,Shelby county,110.729553,-30.6859,11699,11699,129,0,,,1667601,49488,,,,,,,59120,56707,823,0,,,,,,9408,,0,1726721,50311,,,,,,0,1724308,50333
,12/10/2020,1 wk ahead cum death,US,8,coffee county,,,,,95,0,,28,386021,1715,,,,,12,,15547,,28,0,,,,,,12306,401568,1743,401568,1743,,,,,219912,523,,0
,12/10/2020,1 wk ahead cum death,US,9,Henry County,63.588753,-154.493062,,,81,0,,20,274472,1626,,,,,,,21363,20287,120,0,,,,,,10880,,0,295835,1746,,,,,295835,1746,,0
,12/10/2020,1 wk ahead cum death,US,10,Limestone County,32.318231,-86.902298,45282,45282,2118,67,,,4694809,14394,478794,467286,6731612,,,4063,717874,698818,1415,0,49819,,48639,,924053,,,0,5412683,15809,528773,,516042,,5419897,15815,7698475,29364
,12/10/2020,1 wk ahead cum death,US,12,Shelby county,35.20105,-91.831833,28987,28987,1822,29,5370,,2709043,13350,,,2729155,,,,323714,323714,789,0,25963,,,,303602,,,0,3032757,14139,306927,,,,,0,3032757,14139
,12/10/2020,1 wk ahead cum death,US,13,coffee county,34.048928,-111.093731,,,33,0,,13,49612,555,,,,,,,2753,2751,54,0,3,2,,,,1895,,0,52365,609,189,2,,,52363,609,52361,1247
,12/10/2020,1 wk ahead cum death,US,14,Henry County,36.778261,-119.417932,889,889,128,4,,39,293121,1893,,,,,29,,12991,12804,70,0,,,,,12770,10446,431404,3561,431404,3561,,,,,305925,1963,436462,3751
,12/10/2020,1 wk ahead cum death,US,15,Limestone County,39.550051,-105.782067,,,389,0,,99,698554,2083,,56852,,,43,,89460,89460,364,0,,,3497,3526,,71920,,0,788014,2447,,,60388,34953,789576,2449,,0
,12/10/2020,1 wk ahead cum death,US,16,Shelby county,41.603221,-73.087749,1903,1903,152,3,466,49,278445,1569,,,,,,,43964,39722,262,0,,,,,,22930,,0,318167,1797,,,,,318167,1797,,0
,12/10/2020,1 wk ahead cum death,US,17,coffee county,38.905985,-77.033418,,,1631,0,,382,5621562,36685,,,,,155,,306133,303394,1853,0,,,,,,,,0,5927695,38538,,,,,,0,5924956,38538
,12/10/2020,1 wk ahead cum death,US,19,Henry County,38.910832,-75.52767,13239,13239,1019,91,2640,308,1299199,6282,,,,,103,,125976,,830,0,,,,,127617,98127,,0,2226835,6242,,,,,1425175,7112,2226835,6242
,12/10/2020,1 wk ahead cum death,US,20,Limestone County,27.664827,-81.515754,3036,3036,352,53,827,103,478398,8392,,,,261,33,,62708,,1597,0,,,,,,2165,,0,541106,9989,,,,,541106,9989,,0
,12/10/2020,1 wk ahead cum death,US,21,Shelby county,32.157435,-82.907123,5557,5557,563,195,1540,145,1390120,18265,,,,,,,73158,63658,541,0,,,,,,12445,,0,1453778,19254,58800,27129,,,,0,1453778,19254
,12/10/2020,1 wk ahead cum death,US,22,coffee county,19.898682,-155.665857,,,547,0,,,2221083,7132,,,,,71,,169937,168512,218,0,,,,,,154163,,0,2391020,7350,,,,,2389595,7350,,0
,12/10/2020,1 wk ahead cum death,US,23,Henry County,41.878003,-93.097702,12755,12755,473,6,,88,2184966,10800,,,,,33,,135462,132905,515,0,,,,,173830,113768,,0,4371050,36549,,,121464,139854,2317871,11265,4371050,36549
,12/10/2020,1 wk ahead cum death,US,24,Limestone County,44.068202,-114.742041,15745,15745,338,40,,85,1540526,7969,,123287,,,,,127791,127791,501,0,,,11906,,153142,7657,,0,2734800,19570,,,135193,,1668317,8470,2734800,19570
,12/10/2020,1 wk ahead cum death,US,25,Shelby county,40.633125,-89.398528,454,454,10,0,,1,461137,17315,9945,,458935,,1,,5545,4963,26,0,528,,,,6860,4807,,0,466682,17341,10487,,,,,0,466100,17378
,12/10/2020,1 wk ahead cum death,US,26,coffee county,40.551217,-85.602364,,,678,0,,158,3676101,53098,,,3676101,,67,,142726,128923,1455,0,,,,,179005,99521,,0,3818827,54553,299146,,,,,0,3855106,55071
,12/10/2020,1 wk ahead cum death,US,28,Henry County,39.011902,-98.484246,7940,7940,367,53,2189,123,1389378,12985,,,,,,,104799,104799,973,0,,,,,,94416,2169786,23375,2169786,23375,,,,,1494177,13958,,0
,12/10/2020,1 wk ahead cum death,US,29,Limestone County,37.839333,-84.270018,,,1201,0,,,1225250,6936,74599,71709,1774689,,,,133418,133418,987,0,3893,3311,3618,,151860,,,0,1930086,13339,78620,15027,67695,10968,1358668,7923,1930086,13339
,12/10/2020,1 wk ahead cum death,US,30,Shelby county,31.244823,-92.145024,4,4,,0,,,15121,9,,,,,,,75,75,2,0,,,,,,29,,0,15196,11,,,,,15196,14,20709,290
,12/10/2020,1 wk ahead cum death,US,31,coffee county,111.729553,-29.6859,6053,6053,554,78,,128,704655,65812,,,,,64,,100703,92313,215,0,95,,,,,90577,,0,805358,66027,40048,66989,,,,0,796968,68449
,12/10/2020,1 wk ahead cum death,US,32,Henry County,39.045755,-76.641271,754,754,201,10,,,355128,12350,,,,,,,14847,14847,212,0,,,,,,9649,,0,369975,12562,,,,,,0,369975,12562
,12/10/2020,1 wk ahead cum death,US,33,Limestone County,45.253783,-69.445469,,,971,0,,274,2974162,30690,,,,,,,219754,214209,2258,0,,,,,,192644,,0,3193916,32948,,4175,,,,0,3188371,32938
,12/10/2020,1 wk ahead cum death,US,34,Shelby county,112.729553,-28.6859,939,939,112,14,226,24,224790,748,9487,,,,,,23862,23862,312,0,471,,,,,19892,642669,4349,642669,4349,9958,,,,248652,1060,666931,4647
,12/10/2020,1 wk ahead cum death,US,35,coffee county,113.729553,-27.6859,2397,2397,249,9,,,429145,3195,,,,,,,47807,47807,404,0,,,,,,34613,,0,476952,3599,,,,,477266,3600,655531,5663
,12/10/2020,1 wk ahead cum death,US,36,Henry County,114.729553,-26.6859,743,743,22,0,236,,272979,2012,,,,,,,8680,8680,35,0,,,,,,7746,,0,465878,0,32043,,31281,,282659,3095,465878,0
,12/10/2020,1 wk ahead cum death,US,38,Limestone County,115.729553,-25.6859,23577,23577,507,17,,102,3549345,23453,,,,,34,,208713,208713,511,0,,,,,,35070,,0,3758058,23964,,,,,,0,3758058,23964
,12/10/2020,1 wk ahead cum death,US,39,Shelby county,116.729553,-24.6859,3561,3561,91,12,,,917468,6252,,,,,,,30477,30477,181,0,,,,,,17270,,0,947945,6433,,,,,,0,947945,6433
,12/10/2020,1 wk ahead cum death,US,40,coffee county,117.729553,-23.6859,,,441,0,,114,634127,2838,,,,,64,,82437,82437,337,0,,,,,,2241,,0,716564,3175,,,,,715456,3252,1089057,6736
,12/10/2020,1 wk ahead cum death,US,41,Henry County,118.729553,-22.6859,89995,89995,636,0,,149,10831509,75471,,,,,70,,465515,465515,933,0,,,,,,77141,11297024,76404,11297024,76404,,,,,,0,,0
,12/10/2020,1 wk ahead cum death,US,42,Limestone County,119.729553,-21.6859,15840,15840,657,73,3331,189,3228222,30454,,,,,90,,159964,150761,1057,0,,,,,,137633,,0,3388186,31511,,,,,,0,3378983,31453
,12/10/2020,1 wk ahead cum death,US,43,Shelby county,120.729553,-20.6859,6674,6674,655,104,,228,1157074,0,,,1157074,,,6918,91982,91982,665,0,4185,,,,102465,78155,,0,1249056,665,80939,,,,,0,1262313,0
,12/10/2020,1 wk ahead cum death,US,44,coffee county,121.729553,-19.6859,2657,2657,184,39,,43,673963,3297,,,673963,,18,,35049,33329,279,0,,,,,,5826,,0,709012,3576,,,,,707292,11676,,0
,12/10/2020,1 wk ahead cum death,US,45,Henry County,122.729553,-18.6859,,,594,0,,,1940952,9317,,,,,75,,164207,158663,672,0,,,,,,134649,,0,2105159,9989,,,,,2099615,9979,3139582,19161
,12/10/2020,1 wk ahead cum death,US,46,Limestone County,123.729553,-17.6859,,,321,0,,56,305972,0,,,303412,,41,,51305,25397,630,0,25908,,,,7002,,,0,357277,630,,,,,,0,310546,0
,12/10/2020,1 wk ahead cum death,US,48,Shelby county,124.729553,-16.6859,2835,2835,92,0,,7,325842,641,,,784802,,4,,25419,25419,50,0,,,,,35503,2381,820305,1553,820305,1553,,,,,351261,691,,0
,12/10/2020,1 wk ahead cum death,US,49,coffee county,125.729553,-15.6859,9283,9283,593,24,,150,1236947,10443,65332,,1192640,,72,,152159,147116,577,0,7320,11062,,,191423,74272,,0,1389106,11020,72652,55266,,,,0,1384063,10983
,12/10/2020,1 wk ahead cum death,US,50,Henry County,126.729553,-14.6859,1642,1642,241,10,,,175845,488,,,,,,,24598,,180,0,,,,,,20076,,0,200443,668,,,,,200443,668,291769,1806
,12/10/2020,1 wk ahead cum death,US,51,Limestone County,127.729553,-13.6859,8923,8923,975,40,,269,2810965,41787,,,2767483,,122,,203699,195220,2489,0,,,,,238702,185221,,0,3014664,44276,,,,,,0,3006185,44101
,12/10/2020,1 wk ahead cum death,US,52,Shelby county,128.729553,-12.6859,,,3318,0,,1107,5802374,30383,,,,,,,769303,769303,3409,0,38354,12658,,,,683700,,0,6571677,33792,420372,136859,,,,0,6571677,33792
,12/10/2020,1 wk ahead cum death,US,53,coffee county,129.729553,-11.6859,4019,4019,222,39,928,74,787457,4181,,,,366,,,78723,78723,1105,0,,2330,,2202,,57965,,0,866180,5286,,37827,,20437,866180,5286,1131691,8384
,12/10/2020,1 wk ahead cum death,US,55,Henry County,130.729553,-10.6859,18818,18818,925,93,,213,1995552,24597,,,,,101,329,152557,144439,687,0,,,,,172487,17893,2139991,26113,2139991,26113,,,,,,0,,0
